RecordNumber	Tags	Indicators	Content	
586	005		20090429093537.0
586	008		020815s2000\\\\cc\\\\\\\b\\\\000\0\chi\d
586	010	\\	$a  2002434204
586	020	\\	$a7801492072
586	020	\\	$a9787801492074
586	035	0\	$aocm45504079
586	040	\\	$aHMY$cHMY$dDLC$dOCLCG
586	042	\\	$alccopycat
586	043	\\	$aa-cc---
586	050	00	$aHQ799.8.C5$bG863 2000
586	100	1\	$6880-01$aGuo, Guiru,$d1948-
586	245	10	$6880-02$aQing nian yun dong shi hua /$czhu zhe Guo Guiru.
586	250	\\	$6880-03$aDi 1 ban.
586	260	\\	$6880-04$aBeijing :$bShe hui ke xue wen xian chu ban she,$c2000.
586	300	\\	$a4, 3, 177 p. ;$c19 cm.
586	490	1\	$6880-05$aBai nian Zhongguo shi hua. Di 1 ji
586	504	\\	$aIncludes bibliographical references (p. 176-177).
586	650	\0	$aYoung adults$zChina$xPolitical activity$xHistory$y20th century.
586	880	1\	$6100-01$a郭贵儒,$d1948-
586	880	10	$6245-02$a青年运动史话 /$c著者郭贵儒.
586	880	\\	$6250-03$a第1版.
586	880	\\	$6260-04$a北京 :$b社会科学文献出版社,$c2000.
586	880	1\	$6490-05$a百年中国史话. 第1辑
586	830	\0	$6880-55$aBai nian Zhongguo shi hua.$nDi 1 ji.
586	880	\0	$6830-55$a百年中国史话.$n第1辑.
586	988	\\	$a20021211
586	049	\\	$aHMYY
586	906	\\	$0MH
			
587	LDR		00747cam a2200229u  4500
587	001		008526715-5
587	005		20024617122813.0
587	008		001207s1990\\\\ja\\\\\\\\\\\\000\0\jpn\d
587	020	\\	$a4382050324
587	035	0\	$aocm45494201
587	040	\\	$aMH-HY$cMH-HY
587	100	1\	$6880-01$aKobayashi, Hiroshi,$d1923-
587	245	10	$6880-02$aChokkan kara chokkan e kanseigaku nyūmon /$cKobayashi Hiroshi cho.
587	246	30	$aKanseigaku nyūmon
587	250	\\	$aShohan.
587	260	\\	$6880-03$aTōkyō :$bSannō Daigaku Shuppanbu,$c1990.
587	300	\\	$a312 p. ;$c20 cm.
587	880	1\	$6100-01$a小林宏,$d1923-
587	880	10	$6245-02$a直感から直観へ感性学入門 /$c小林宏著.
587	880	\\	$6260-03$a東京 :$b産能大学出版部,$c1990.
587	988	\\	$a20021217
587	906	\\	$0MH
			
588	LDR		00717nam a2200241Mi 4500
588	001		008526818-6
588	005		20020606104010.5
588	008		001209s1999\\\\xr\a\\\e\\\\\\000|0acze\d
588	020	\\	$a808615551X (váz.)
588	035	0\	$aocm45491537
588	040	\\	$aLGP$bcze$cLGP
588	043	\\	$ae-xr---
588	045	\\	$ax5x9
588	100	1\	$aŠtěpánová, Bára,$d1959-
588	245	10	$aO čem nesmí nikdo vědět /$cBára Štěpánová.
588	250	\\	$aVyd. 1.
588	260	\\	$aPraha :$bFormát,$c1999.
588	300	\\	$a137 p., [38] p. of plates :$bill. ;$c22 cm.
588	600	10	$aŠtěpánová, Bára,$d1959-
588	650	\0	$aActors$zCzech Republic$vBiography.
588	650	\0	$aTelevision journalists$zCzech Republic$vBiography.
588	988	\\	$a20020608
588	906	\\	$0OCLC
			
589	LDR		00555nam a2200193Ki 4500
589	001		008526920-4
589	005		20020606104010.5
589	008		001208s1940\\\\vm\\\\\\\\\\\\000\1\vie\d
589	035	0\	$aocm45584965
589	035	0\	$aocm45499159
589	040	\\	$aYNH$cYNH
589	041	1\	$avie$hund
589	100	1\	$aNgô, Tất Tố,$d1892-1954.
589	245	10	$aThơ Và Tình :$b(Tình Sʾư).
589	260	\\	$aHà nội ;$aHʾai Phòng ;$aSài Gòn :$bMai Lĩnh,$c1940.
589	300	\\	$a97 p. ;$c19 cm.
589	650	\0	$aShort stories, Chinese$xTranslations into Vietnamese.
589	988	\\	$a20020608
589	906	\\	$0MH
			
590	LDR		00851nam a2200277Ia 4500
590	001		008527028-8
590	005		20051026120218.0
590	008		051014s2000\\\\gw\\\\\\\\\\\\000\0\ger\d
590	020	\\	$a3828012221
590	035	0\	$aocm62081466
590	040	\\	$aTEF$cTEF
590	050	\4	$aHM656$b.H36 2000
590	090	\\	$aHM656$b.H36 2000
590	100	1\	$aHannemann, Stephan,$d1966-
590	245	14	$aDie Gladiatoren unserer Zeit :$bIndividuum, Staat und Gesellschaft im Rausch der Geschwindigkeit /$cStephan Hannemann.
590	250	\\	$aOriginalausg., 1. Aufl.
590	260	\\	$aBerlin :$bFrieling,$c2000.
590	300	\\	$a94 p. ;$c19 cm.
590	490	1\	$aPolitik & Gesellschaft
590	650	\0	$aTime$xSocial aspects.
590	650	\0	$aTime$xPhilosophy.
590	650	\0	$aTime$xPsychological aspects.
590	830	\0	$aPolitik & Gesellschaft (Berlin, Germany)
590	988	\\	$a20020608
590	049	\\	$aHLSS
590	906	\\	$0OCLC
			
591	LDR		01250cam a2200325 a 4500
591	001		008527139-X
591	005		20160409193558.0
591	008		000802s2000\\\\gw\a\\\\\b\\\\100\0\ger\c
591	010	\\	$a   00430902 
591	020	\\	$a363135570X
591	035	0\	$aocm44445259
591	040	\\	$a*OHX*$c*OHX*$dDLC
591	042	\\	$apcc
591	050	00	$aPT2213$b.D87 2000
591	082	00	$a831/.6$221
591	245	00	$aDurchgeistete Natur :$bihre Präsenz in Goethes Dichtung, Wissenschaft und Philosophie /$cAlfred Schmidt, Klaus-Jürgen Grün (Hrsg.).
591	260	\\	$aFrankfurt am Main ;$aNew York :$bP. Lang,$cc 2000.
591	300	\\	$a321 p. :$bill. ;$c22 cm.
591	500	\\	$aConference proceedings.
591	504	\\	$aIncludes bibliographical references and index.
591	600	10	$aGoethe, Johann Wolfgang von,$d1749-1832$xKnowledge$xNatural history$vCongresses.
591	650	\0	$aNature in literature$vCongresses.
591	650	\0	$aPhilosophy of nature in literature$vCongresses.
591	650	\2	$aNatural History.
591	655	\7	$aConference papers and proceedings.$2fast
591	700	1\	$aSchmidt, Alfred,$d1931-2012.
591	700	1\	$aGrün, Klaus-Jürgen,$d1957-
591	776	08	$iOnline version:$tDurchgeistete Natur.$dFrankfurt am Main ; New York : P. Lang, ©2000$w(OCoLC)653090061
591	988	\\	$a20020608
591	906	\\	$0OCLC
			
592	LDR		00564nam a2200169 a 4500
592	001		008527246-9
592	005		20020606104010.5
592	008		910307s1999\\\\iq\\\\\\\\\\\f000|f\ara\d
592	035	0\	$aocm45602725
592	100	1\	$aNaṣrāwī, Muḥammad ʻAlī.
592	245	10	$aJamarāt al-tadwīn :$briwāyah /$cMuḥammad ʻAlī al-Naṣrāwī.
592	260	0\	$aBaghdād :$bWizārat al-Thaqāfah wa-al-Iʻlām, Dār al-Shuʾūn al-Thaqāfīyah al-ʻĀmmah, ""Āfāq ʻArabīyah"",$c1999.
592	300	\\	$a119 p. ;$c21 cm.
592	500	\\	$aNovel.
592	752	\\	$aIraq$dBaghdad.
592	988	\\	$a20020608
592	906	\\	$0MH
			
593	LDR		01327nam a22002654a 4500
593	001		008527354-6
593	005		20030115114952.0
593	008		010510s2000\\\\gw\\\\\\\\\\\\000\0\ger\\
593	010	\\	$a  2001380396
593	020	\\	$a3631372620 (alk. paper)
593	035	0\	$aocm49383869
593	040	\\	$aDLC$cDLC
593	042	\\	$apcc
593	050	00	$aPL2899.H213$bZ6 2000
593	100	1\	$aJohn, Ralf.
593	245	10	$aZum Erzählwerk des Shanghaier Modernisten Shi Zhecun (geb. 1905) :$bkomparatistische Untersuchungen und kritische Würdigung einer sinisierten ""Literarischen Psychologie"" /$cRalf John.
593	260	\\	$aFrankfurt am Main ;$aNew York :$bP. Lang,$cc2000.
593	300	\\	$axi, 246 p. ;$c21 cm.
593	490	1\	$aEuropäische Hochschulschriften. Reihe XXVII, Asiatische und afrikanische Studien,$x0721-3581 ;$vBd. 81 =$aPublications universitaires européennes. Série XXVII, Etudes asiatiques et africaines ;$vvol. 81 =$aEuropean university studies. Series XXVII, Asian and African studies ;$vvol. 81
593	500	\\	$aOriginally presented as the author's thesis (doctoral)--Universität Bonn, 1999.
593	504	\\	$aIncludes bibliographical references (p. 227-246).
593	600	10	$aShi, Zhecun$xCriticism and interpretation.
593	830	\0	$aEuropäische Hochschulschriften.$nReihe XXVII,$pAsiatische und afrikanische Studien ;$vBd. 81.
593	988	\\	$a20020608
593	906	\\	$0DLC
			
594	LDR		00814cam a2200289Ia 45e0
594	001		008527456-9
594	005		20030917152011.0
594	008		000626s1999\\\\it\\\\\\\b\\\\001\0\ita\d
594	010	\\	$a   00392873 
594	020	\\	$a8846418328
594	035	0\	$aocm44491572
594	040	\\	$aC3L$cC3L$dOCLCQ$dDLC$dHLS
594	050	00	$aMLCM 2003/03685 (B)
594	082	14	$a121
594	090	\\	$aBD418.5.I8$bN44 1999
594	100	1\	$aNegro, Matteo,$d1965-
594	245	13	$aLa mente come azione /$cdi Matteo Negro.
594	250	\\	$a1a ed.
594	260	\\	$aMilano :$bFrancoAngeli,$cc1999.
594	300	\\	$a116 p. ;$c23 cm.
594	490	1\	$aEpistemologia ;$v69
594	504	\\	$aIncludes bibliographical references (p. 109-113) and index.
594	650	\0	$aPhilosophy of mind.
594	650	\0	$aAct (Philosophy)
594	830	\0	$aEpistemologia ;$v69.
594	988	\\	$a20030917
594	906	\\	$0OCLC
			
595	LDR		02174njm a2200433Ia 4500
595	001		008527566-2
595	005		20110103094706.0
595	008		001211p20001999enkmunn\\defhi\\\|\\eng\d
595	028	02	$aCDA67116$bHyperion
595	028	02	$aCDH55228$bHyperion
595	035	0\	$aocm53356540
595	035	0\	$aocm44629552
595	040	\\	$aCIN$cCIN$dHTV
595	041	1\	$aenglat$henglat$eenglat$henglat$geng
595	100	1\	$aGibbons, Orlando,$d1583-1625.
595	240	10	$aAnthems.$kSelections
595	245	10	$aAnthems and verse anthems$h[sound recording] /$cOrlando Gibbons.
595	260	\\	$aLondon :$bHyperion,$cc2000, p2007.
595	300	\\	$a1 sound disc :$bdigital, stereo ;$c4 3/4 in.
595	500	\\	$aFor mixed voices with organ; the Fantasia for organ.
595	546	\\	$aSung in English or Latin.
595	511	0\	$aRobin Blaze, countertenor ; Stephen Varcoe, baritone ; Winchester Cathedral Choir ; Stephen Farr, Sarah Baldock, organ ; David Hill, director of music.
595	518	\\	$aRecorded 28-30 April 1999, Winchester Cathedral.
595	500	\\	$aCompact disc.
595	500	\\	$aProgram notes in English by Jeremy Dibble, and texts (19 p.: ill.) inserted in container.
595	505	0\	$aHosanna to the son of David (2:44) -- Sing unto the Lord (5:55) -- This is the record of John (4:18) -- If ye be risen again with Christ (4:47) -- O Lord, in thy wrath rebuke me not (3:50) -- Second Evening service. Magnificat ; Nunc dimittis (9:45) -- Behold, thou has made my days (4:33) -- O God, the King of glory (4:13) -- Glorious and powerful God (5:10) -- Fantasia in A minor, MB XX/12 (5:07) -- O clap your hands (5:32) -- Thou God of wisdom (5:49) -- Blessed are they that fear the Lord (4:42) -- Great King of Gods (4:43).
595	650	\0	$aChoruses, Sacred (Mixed voices) with organ.
595	650	\0	$aAnthems.
595	650	\0	$aOrgan music.
595	700	1\	$aBlaze, Robin.$4prf
595	700	1\	$aVarcoe, Stephen.$4prf
595	700	1\	$aFarr, Stephen.$4prf
595	700	1\	$aBaldock, Sarah.$4prf
595	700	1\	$aHill, David,$d1957-$4cnd
595	700	12	$aGibbons, Orlando,$d1583-1625.$tFantasias,$mkeyboard instrument,$nH. 12,$rA minor.
595	710	2\	$aWinchester Cathedral.$bChoristers.
595	700	1\	$aDibble, Jeremy.
595	988	\\	$a20020608
595	906	\\	$0OCLC
			
596	LDR		01372nam a2200325 a 4500
596	001		008527677-4
596	005		20020606104010.5
596	008		000712s2000\\\\gw\a\\\\\b\\\\000\0\ger\\
596	010	\\	$a   00559867 
596	020	\\	$a3476452239 (alk. paper)
596	035	0\	$aocm46640445
596	040	\\	$aDLC$cDLC
596	043	\\	$ae-ge---
596	050	00	$aPT3705$b.L43 2000
596	100	1\	$aLee, Hyunseon.
596	245	10	$aGeständniszwang und ""Wahrheit des Charakters"" in der Literatur der DDR :$bdiskursanalytische Fallstudien /$cHyunseon Lee.
596	260	\\	$aStuttgart :$bMetzler,$cc2000.
596	300	\\	$a469 p. :$bill. ;$c21 cm.
596	490	1\	$aM & P Schriftenreihe für Wissenschaft und Forschung
596	500	\\	$aOriginally presented as the author's thesis (doctoral)--Universität Dortmund, 1998.
596	504	\\	$aIncludes bibliographical references (p. 456-469).
596	650	\0	$aGerman literature$zGermany (East)$xHistory and criticism.
596	650	\0	$aGerman literature$y20th century$xHistory and criticism.
596	650	\0	$aConfession in literature.
596	650	\0	$aCharacter in literature.
596	655	\7	$aCriticism, interpretation, etc.$2fast
596	776	08	$iOnline version:$aLee, Hyunseon.$tGeständniszwang und ""Wahrheit des Charakters"" in der Literatur der DDR.$dStuttgart : Metzler, ©2000$w(OCoLC)646972703
596	830	\0	$aM & P Schriftenreihe für Wissenschaft und Forschung.
596	988	\\	$a20020608
596	906	\\	$0DLC
			
597	LDR		01539nam a2200337 a 4500
597	001		008527797-5
597	005		20030130103427.0
597	008		030129s2000\\\\at\afh\f\b\\\\001\0\eng\d
597	010	\\	$a   00690586 
597	020	\\	$a0522848796
597	035	0\	$aocm45151814
597	040	\\	$aANL$beng$cANL$dDLC$dMH-FA
597	042	\\	$alccopycat
597	043	\\	$au-at---$ae-uk---
597	050	00	$aN7400.15$b.M66 2000
597	090	\\	$aN7400.15$b.M66 2000
597	100	1\	$aMontana, Andrew$q(Andrew William)
597	245	14	$aThe art movement in Australia :$bdesign, taste and society 1875-1900 /$cAndrew Montana.
597	260	\\	$aCarlton South, Vic. :$bMiegunyah Press,$c2000.
597	300	\\	$axvi, 271 p., [32] p. of plates :$bill. (some col.), facsims. ;$c30 cm.
597	500	\\	$a""This is number thirty-one in the second numbered series of Miegunyah volumes ...""--Prelim. p.
597	504	\\	$aIncludes bibliographical references (p. 253-261) and index.
597	505	0\	$a1. Propriety and Principles -- 2. A Women's Revolution? -- 3. Artistic Melbourne -- 4. The Art of Advertising -- 5. Lyon, Cottier & Co -- 6. Sydney and the Love of the Beautiful -- 7. New Mythologies.
597	650	\0	$aArt, Australian$y19th century.
597	650	\0	$aAesthetic movement (Art)
597	650	\0	$aArts and crafts movement$zAustralia.
597	650	\0	$aDecorative arts$zAustralia$xHistory$y19th century.
597	655	\7	$aHistory.$2fast
597	776	08	$iOnline version:$aMontana, Andrew (Andrew William)$tArt movement in Australia.$dCarlton South, Vic. : Miegunyah Press, 2000$w(OCoLC)606295198
597	988	\\	$a20030129
597	906	\\	$0OCLC
			
598	LDR		03076pam a22003254a 4500
598	001		008527905-6
598	005		20020606104010.5
598	008		000630s2001\\\\maua\\\\\b\\\\001\0\eng\\
598	010	\\	$a   00058277 
598	020	\\	$a020160468X (alk. paper)
598	035	0\	$aocm44579035
598	040	\\	$aDLC$cDLC$dYDX
598	042	\\	$apcc
598	050	04	$aHF5548.32$b.F58 2001
598	082	00	$a658.8/00285/4678$221
598	100	1\	$aFlor, Nick V.
598	245	10	$aWeb business engineering :$busing offline activities to drive Internet strategies /$cNick V. Flor.
598	260	\\	$aBoston :$bAddison-Wesley,$cc2001.
598	300	\\	$axxiii, 219 p. :$bill. ;$c24 cm.
598	490	1\	$aAddison-Wesley information technology series
598	504	\\	$aIncludes bibliographical references (p. 209) and index.
598	505	00	$tWeb Business 101 --$tBusiness Building Blocks --$tHow an Idea Becomes a Product: The Case of the Guitar --$tThe Value Chain and the Web --$tCompetition and the Web --$tUnderstanding the Effects of Competition: The Case of the Guitar Maker --$tBasic Strategic Moves --$tThe Role of Information in the Value Chain --$tHow Information Supports the Value Chain for Physical Products --$tKnowledge-Intensive Products --$tPure Information-Based Products --$tNew Business Models: The Autonomous Business --$tValue and Valuing a Web Site --$tThe Web Site Proposal --$tValue: Return on Investment (ROI) --$tNet Present Value (NPV) --$tSome Alternatives to NPV and ROI: Payback and IRR --$tWeb Business Engineering: A Quick Primer --$tIntroduction to Web Business Engineering: Motivation and Basic Principles --$tDefinition: Web Business Engineering --$tWays of Studying Business Processes --$tThe Web Business Engineering Framework --$tBasic Steps in Web Business Engineering --$tQuick Primer: Step 1, Map Business Activities --$tThe Employee Distance Education Case (EDEC) --$tQuick Primer: Step 2, Model Activity Value --$tValuing a Business Activity --$tCase (Continued): Building an Interaction Cost Model for the EDEC Assignment Mailings --$tQuick Primer: Step 3, Diagnose Problems and Opportunities --$tCase (Continued): Diagnosing the EDEC Mailing Costs --$tQuick Primer: Step 4, Design Treatments --$tCase (Continued): Finding Treatments for the EDEC Mailing Assignments --$tCase Studies: Putting Offline Activities Online --$tWbe in Small Businesses: The Case of the Hair Salon.
598	520	1\	$a""Web Business Engineering is your bridge from technical understanding to business savvy. Web practitioners and entrepreneurs will learn to approach the Web as a technology that serves business needs, not a technology in search of a business need. The book shows you, step-by-step, how to identify those needs and then create a profitable Web site that truly adds value to the business.""--Jacket.
598	650	\0	$aElectronic commerce$xPlanning.
598	650	\0	$aWeb sites$xDesign.
598	650	\0	$aInternet.
598	776	08	$iOnline version:$aFlor, Nick V.$tWeb business engineering.$dBoston : Addison-Wesley, ©2001$w(OCoLC)691083970
598	830	\0	$aAddison-Wesley information technology series.
598	988	\\	$a20020608
598	906	\\	$0DLC
			
599	LDR		01795cam a22005294a 4500
599	001		008528033-X
599	005		20170512143556.0
599	008		001211s1999\\\\it\\\\\\\b\\\\000\0\ita\\
599	010	\\	$a  2001348864
599	020	\\	$a8883870026
599	020	\\	$a9788883870026
599	035	0\	$aocm50089895
599	040	\\	$aDLC$beng$cDLC$dC3L$dHLS$dOCLCG$dGEBAY$dOCLCF$dOCLCO$dOCLCQ
599	042	\\	$apcc
599	043	\\	$ae-it---
599	045	\\	$ax0x4$ax4x-
599	050	00	$aBX4705.B8125$bA4 1999
599	082	14	$a195
599	100	1\	$aBozzetti, Giuseppe.
599	240	10	$aCorrespondence.$kSelections
599	245	10	$aCarteggio Bozzetti-Sciacca /$cGiuseppe Bozzetti ; a cura di Pier Paolo Ottonello.
599	260	\\	$aStresa :$bEdizioni rosminiane Sodalitas,$c1999.
599	300	\\	$a133 pages ;$c24 cm.
599	336	\\	$atext$btxt$2rdacontent
599	337	\\	$aunmediated$bn$2rdamedia
599	338	\\	$avolume$bnc$2rdacarrier
599	490	1\	$aBiblioteca di studi rosminiani ;$v24
599	504	\\	$aIncludes bibliographical references.
599	600	10	$aBozzetti, Giuseppe$vCorrespondence.
599	600	10	$aSciacca, Michele Federico,$d1908-1975$vCorrespondence.
599	610	20	$aCatholic Church$zItaly$xClergy$vCorrespondence.
599	650	\0	$aPhilosophers$zItaly$vCorrespondence.
599	600	17	$aBozzetti, Giuseppe.$2fast
599	600	17	$aSciacca, Michele Federico,$d1908-1975$2fast
599	610	27	$aCatholic Church.$2fast
599	650	\7	$aClergy.$2fast
599	650	\7	$aPhilosophers.$2fast
599	651	\7	$aItaly.$2fast
599	600	17	$aSciacca, Michele Federico.$2swd
599	600	17	$aBozzetti, Giuseppe.$2swd
599	650	07	$aBriefsammlung.$2swd
599	655	\7	$aRecords and correspondence.$2fast
599	700	1\	$aSciacca, Michele Federico,$d1908-1975.
599	700	1\	$aOttonello, Pier Paolo.
599	830	\0	$aBiblioteca di studi rosminiani ;$v24.
599	988	\\	$a20020608
599	906	\\	$0DLC
			
600	LDR		01519cam a22003494a 4500
600	001		008528141-7
600	005		20020606104010.5
600	008		000412s2000\\\\dcua\\\\\b\\\\100\0\eng\\
600	010	\\	$a   00039904 
600	020	\\	$a0821347330 (pbk.)
600	035	0\	$aocm43954068
600	040	\\	$aDLC$cDLC$dDLC
600	042	\\	$apcc
600	043	\\	$aee-----$aec-----
600	050	00	$aHD1333.E852$bS78 2000
600	082	00	$a338.1/0943$221
600	245	00	$aStructural change in the farming sectors in Central and Eastern Europe :$blessons for the EU accession : second World Bank/FAO Workshop, June 27-29, 1999 /$cedited by Csaba Csaki, Zvi Lerman.
600	260	\\	$aWashington, D.C. :$bWorld Bank,$cc2000.
600	300	\\	$axx, 248 p. :$bill. ;$c28 cm.
600	490	1\	$aWorld Bank technical paper ;$vno. 465.$aEurope and Central Asia environmentally and socially sustainable development series
600	504	\\	$aIncludes bibliographical references.
600	650	\0	$aLand reform$zEurope, Eastern$vCongresses.
600	650	\0	$aAgriculture$xEconomic aspects$zEurope, Eastern$vCongresses.
600	650	\0	$aLand reform$zEurope, Central$vCongresses.
600	650	\0	$aAgriculture$xEconomic aspects$zEurope, Central$vCongresses.
600	700	1\	$aCsáki, Csaba.
600	700	1\	$aLerman, Zvi,$d1941-
600	711	2\	$aEU Accession Workshop$n(2nd :$d1999 :$cWarsaw, Poland)
600	830	\0	$aWorld Bank technical paper ;$vno. 465.
600	830	\0	$aWorld Bank technical paper.$pEurope and Central Asia environmentally and socially sustainable rural development series.
600	988	\\	$a20020608
600	906	\\	$0DLC
			
601	LDR		01565cam a2200349 a 4500
601	001		008623176-6
601	005		20050719193135.0
601	008		050719s1999\\\\sz\ach\\\bc\\\000\0dger\d
601	020	\\	$a377015276X (Buchhandelausg.)
601	020	\\	$a3770152751 (Katalogausg.)
601	035	0\	$aocm43495091
601	040	\\	$aNNFr$cNNFr$dNNMM$dCtY$dMH-FA
601	043	\\	$ae-gx---
601	050	\4	$aN6888.K45$bA4 1999
601	100	1\	$aKirchner, Ernst Ludwig,$d1880-1938.
601	245	10	$a""Farben sind die Freude des Lebens"" :$bdas innere Bild /$c[Konzeption und Herausgabe, Mario-Andreas von Lüttichau, Roland Scotti ; Redaktion, Inge Bodesohn-Vogel].
601	246	3\	$aErnst Ludwig Kirchner, das innere Bild
601	246	18	$aErnst Ludwig Kirchner : Farben sind die Freude des Lebens
601	260	\\	$aDavos :$bKirchner Museum ;$aEssen :$bMuseum Folkwang,$cc1999.
601	300	\\	$a203 p. (some folded), [8] :$bill. (some col.), facsims., ports. ;$c27 cm.
601	500	\\	$a""Dieser Katalog erscheint anlässlich der Ausstellung ... im Kirchner Museum Davos, vom 19. Dezember 1999 bis 16. März 2000 und im Museum Folkwang Essen, vom 7. April bis 18. Juni 2000""--Colophon.
601	504	\\	$aIncludes bibliographical references (p. 196-203).
601	600	10	$aKirchner, Ernst Ludwig,$d1880-1938$vExhibitions.
601	650	\0	$aArtists$zGermany$vBiography.
601	650	\0	$aPainters$zGermany$vBiography.
601	700	1\	$aLüttichau, Mario-Andreas von.
601	700	1\	$aScotti, Roland.
601	700	1\	$aBodesohn-Vogel, Inge.
601	710	2\	$aErnst Ludwig Kirchner Museum.
601	710	2\	$aMuseum Folkwang Essen.
601	988	\\	$a20020608
601	906	\\	$0OCLC
			
602	LDR		01321nam a22003618a 4500
602	001		008623278-9
602	005		20020606104010.5
602	008		010205s2001\\\\dcu\\\\\\b\\\\001\0\eng\\
602	010	\\	$a  2001016899
602	020	\\	$a088132311X
602	035	0\	$aocm45888752
602	040	\\	$aDLC$cDLC
602	042	\\	$apcc
602	043	\\	$aa-ko---$an-us---
602	050	00	$aHF2370.5$b.C457 2001
602	082	00	$a382/.095195073$221
602	100	1\	$aChʻoe, In-bŏm,$d1957-
602	245	10	$aFree trade between Korea and the United States? /$cInbom Choi, Jeffrey J. Schott ; with an appendix by John Gilbert.
602	260	\\	$aWashington, DC :$bInstitute for International Economics,$c2001.
602	300	\\	$axiii, 129 p. ;$c22 cm.
602	490	1\	$aPolicy analyses in international economics ;$v62
602	504	\\	$aIncludes bibliographical references and index.
602	650	\0	$aFree trade$zKorea (South)
602	650	\0	$aFree trade$zUnited States.
602	651	\0	$aKorea (South)$xCommerce$zUnited States.
602	651	\0	$aUnited States$xCommerce$zKorea (South)
602	651	\0	$aKorea (South)$xForeign economic relations$zUnited States.
602	651	\0	$aUnited States$xForeign economic relations$zKorea (South)
602	700	1\	$aSchott, Jeffrey J.,$d1949-
602	700	1\	$aGilbert, John,$d1971-
602	830	\0	$aPolicy analyses in international economics ;$v62.
602	988	\\	$a20020608
602	906	\\	$0DLC
			
603	LDR		01198cam a2200313 a 4500
603	001		008623380-7
603	005		20020606104010.5
603	008		000429s1998\\\\my\a\\\\\b\\\\000\0\eng\\
603	010	\\	$a   99918531 
603	020	\\	$a9839861093
603	037	\\	$bLibrary of Congress -- Jakarta Overseas Office$cM[dollar]14.00
603	040	\\	$aDLC$cDLC$dDLC
603	042	\\	$alcode
603	043	\\	$aa------$ap------
603	050	00	$aBL1032$b.G55 1998
603	082	00	$a291.1/787$221
603	245	00	$aGlobalisation :$bthe perspectives and experiences of the religious traditions of Asia Pacific /$cedited by Joseph A. Camilleri and Chandra Muzaffar.
603	246	30	$aPerspectives and experiences of the religious traditions of Asia Pacific
603	260	\\	$aPetaling Jaya, Selangor Darul Ehsan, Malaysia :$bInternational Movement for a Just World,$cc1998.
603	300	\\	$a214 p. :$bill. ;$c22 cm.
603	504	\\	$aIncludes bibliographical references.
603	650	\0	$aGlobalization$xReligious aspects.
603	651	\0	$aAsia$xReligion.
603	651	\0	$aPacific Area$xReligion.
603	700	1\	$aCamilleri, Joseph A.,$d1944-
603	700	0\	$aChandra Muzaffar,$d1947-
603	710	2\	$aInternational Movement for a Just World (Malaysia)
603	988	\\	$a20020608
603	906	\\	$0DLC
			
604	LDR		00795nam a2200253Ia 4500
604	001		008623482-X
604	005		20020606104010.5
604	008		010906s2000\\\\pl\ac\\\\\\\\\001\0apol\d
604	020	\\	$a8391340503
604	035	0\	$aocm47919140
604	040	\\	$aPIT$cPIT$dHLS
604	043	\\	$ae-pl---
604	090	\\	$aPG7170.A5$bZ464 2000
604	100	1\	$aKann, Maria.
604	245	10	$aGranice świata /$cMaria Kann.
604	260	\\	$aWarszawa :$bDrukarnia Wojciech Lewicki,$c2000.
604	300	\\	$a285 p. :$bill., port. ;$c22 cm.
604	500	\\	$aIncludes bibliographic references and index.
604	600	10	$aKann, Maria.
604	650	\0	$aAuthors, Polish$y20th century$vBiography.
604	650	\0	$aWorld War, 1939-1945$vPersonal narratives, Polish.
604	650	\0	$aWorld War, 1939-1945$xUnderground movements$zPoland.
604	988	\\	$a20020608
604	906	\\	$0OCLC
			
605	LDR		00532nam a22001817i 4500
605	001		008623588-5
605	005		20020606104010.5
605	008		010424s1954\\\\nyu\\\\\\\\\\||||||deng|d
605	035	0\	$aocm39455600
605	100	1\	$aAkers, Dwight.
605	245	14	$aThe high crimes of Colonel Matthews :$ba chapter in the history of Goshen.
605	260	\\	$aGoshen, N.Y. :$bIndependent Press,$c1954.
605	300	\\	$a16 p. ;$c23 cm.
605	490	0\	$aSometime papers ;$vno. 1
605	600	10	$aMatthews, Vincent.
605	651	\0	$aGoshen (N.Y.)$xHistory.
605	988	\\	$a20020608
605	906	\\	$0MH
			
606	LDR		02250nam a2200337Ka 4500
606	001		008623689-X
606	005		20020606104010.5
606	008		010424s1998\\\\cau\\\\\\b\\\\001|0\eng\d
606	020	\\	$a0761917373 (paper)
606	020	\\	$a0761917365 (cloth)
606	035	0\	$aocm40454782
606	040	\\	$aEDK$cEDK$dDBI$dXTA$dCUM$dGWL
606	090	\\	$aH1.A4$b1998 v.560
606	245	04	$aThe future of fact /$cspecial editors of this volume: Jeffrey J. Strange, Elihu Katz.
606	260	\\	$aThousand Oaks, CA :$bSage Publications,$cc1998.
606	300	\\	$a231 p. ;$c24 cm.
606	490	1\	$aAnnals of the American Academy of Political and Social Science,$x0002-7162 ;$vv.560
606	504	\\	$aIncludes bibliographical references and index.
